user_id,session_id,date,month,channel,campaign_type,device,user_type,region,visited_website,viewed_product,added_to_cart,checkout_started,purchase_completed,discount_applied,order_value,revenue
748143,42,03/10/25,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
552366,43,04/09/25,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,1,1,3126.93,2814.237
165725,44,24/07/25,2025-07,Social,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
229981,45,06/07/25,2025-07,Paid Ads,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
184654,46,03/11/25,2025-11,Organic,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
691723,47,19/09/25,2025-09,Email,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
419030,48,28/09/25,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
428947,49,07/11/25,2025-11,Email,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
655839,50,26/07/25,2025-07,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
373538,51,13/08/25,2025-08,Paid Ads,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
431236,52,01/07/25,2025-07,Email,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
628178,53,07/11/25,2025-11,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
665894,54,11/07/25,2025-07,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
589492,55,05/12/25,2025-12,Social,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
356840,56,03/08/25,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
573254,57,30/08/25,2025-08,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
449457,58,29/09/25,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0
765987,59,15/10/25,2025-10,Organic,New Launch,Mobile,New,Metro,1,1,1,1,1,0,2559.06,2559.06
370936,60,09/12/25,2025-12,Organic,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
339931,61,11/10/25,2025-10,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0
339629,62,02/07/25,2025-07,Social,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
305041,63,02/09/25,2025-09,Social,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
798361,64,02/10/25,2025-10,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
831912,65,08/11/25,2025-11,Social,Discount,Desktop,Returning,Metro,1,0,0,0,0,0,499.0,0.0
517113,66,04/11/25,2025-11,Social,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
168148,67,05/12/25,2025-12,Social,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
877089,68,09/10/25,2025-10,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
748531,69,10/12/25,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
351995,70,30/10/25,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
778843,71,27/11/25,2025-11,Paid Ads,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
672843,72,20/09/25,2025-09,Organic,New Launch,Mobile,Returning,Non-Metro,1,1,1,1,1,0,1559.84,1559.84
356508,73,31/08/25,2025-08,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
903591,74,17/10/25,2025-10,Organic,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
996942,75,23/08/25,2025-08,Organic,Discount,Desktop,New,Non-Metro,1,1,1,1,1,1,1823.87,1641.483
206530,76,21/10/25,2025-10,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
704365,77,07/08/25,2025-08,Organic,New Launch,Desktop,New,Metro,1,1,1,1,0,0,499.0,0.0
922352,78,30/07/25,2025-07,Organic,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
560337,79,07/11/25,2025-11,Paid Ads,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
824839,80,20/07/25,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,1,1,1,0,0,499.0,0.0
905889,81,19/12/25,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
559773,82,06/09/25,2025-09,Organic,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
308261,83,20/10/25,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
864469,84,09/07/25,2025-07,Organic,Influencer,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
441097,85,19/11/25,2025-11,Social,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
415139,86,11/07/25,2025-07,Social,Discount,Mobile,New,Metro,1,1,1,1,1,1,2075.42,1867.878
271829,87,10/07/25,2025-07,Paid Ads,Discount,Desktop,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
371836,88,26/08/25,2025-08,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
538974,89,06/07/25,2025-07,Organic,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
302283,90,22/11/25,2025-11,Paid Ads,New Launch,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
296769,91,13/07/25,2025-07,Organic,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
661353,92,28/08/25,2025-08,Organic,Influencer,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0
323165,93,16/08/25,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
723587,94,01/11/25,2025-11,Organic,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0
635822,95,28/10/25,2025-10,Email,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
587879,96,04/07/25,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
664685,97,26/07/25,2025-07,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0
882038,98,01/08/25,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
453531,99,16/11/25,2025-11,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0
363160,100,26/10/25,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
679879,101,21/08/25,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
320884,102,04/12/25,2025-12,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
123247,103,07/11/25,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
124300,104,18/08/25,2025-08,Organic,Influencer,Desktop,Returning,Metro,1,1,1,1,1,1,2408.04,2167.236
567281,105,21/10/25,2025-10,Social,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
707086,106,26/11/25,2025-11,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
633556,107,17/07/25,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
448951,108,17/10/25,2025-10,Social,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
374329,109,04/10/25,2025-10,Organic,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
819064,110,08/11/25,2025-11,Organic,New Launch,Mobile,New,Metro,1,1,1,1,1,1,2434.04,2190.636
842139,111,11/08/25,2025-08,Organic,Discount,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0
532315,112,23/12/25,2025-12,Social,New Launch,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
616588,113,24/10/25,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
336584,114,03/10/25,2025-10,Email,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
662332,115,06/12/25,2025-12,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0
937646,116,03/11/25,2025-11,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
476896,117,06/11/25,2025-11,Paid Ads,Influencer,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
148984,118,30/09/25,2025-09,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
402918,119,25/09/25,2025-09,Social,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
364712,120,24/10/25,2025-10,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
220151,121,07/09/25,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
555808,122,01/07/25,2025-07,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
233767,123,18/09/25,2025-09,Organic,Discount,Mobile,New,Metro,1,1,1,0,0,0,499.0,0.0
748663,124,05/08/25,2025-08,Social,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
803550,125,09/10/25,2025-10,Social,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
236330,126,18/09/25,2025-09,Social,New Launch,Desktop,Returning,Metro,1,1,1,0,0,0,499.0,0.0
580754,127,30/08/25,2025-08,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
401648,128,14/09/25,2025-09,Social,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
788519,129,04/07/25,2025-07,Organic,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
113986,130,27/10/25,2025-10,Social,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
686146,131,18/08/25,2025-08,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
229312,132,10/08/25,2025-08,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
112666,133,29/10/25,2025-10,Organic,New Launch,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
400804,134,21/07/25,2025-07,Social,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
234633,135,09/08/25,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
388998,136,01/10/25,2025-10,Email,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
950937,137,17/09/25,2025-09,Social,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
728776,138,16/09/25,2025-09,Paid Ads,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
807611,139,10/10/25,2025-10,Organic,Influencer,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
384806,140,15/12/25,2025-12,Social,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
894824,141,02/12/25,2025-12,Paid Ads,Influencer,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
130535,142,17/12/25,2025-12,Organic,Discount,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
475713,143,12/10/25,2025-10,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
938688,144,03/11/25,2025-11,Email,New Launch,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
451279,145,11/12/25,2025-12,Paid Ads,Discount,Desktop,Returning,Metro,1,1,1,0,0,0,499.0,0.0
921654,146,16/11/25,2025-11,Organic,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
701661,147,15/09/25,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
747972,148,04/08/25,2025-08,Paid Ads,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
589570,149,23/09/25,2025-09,Organic,New Launch,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
556551,150,06/08/25,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
373109,151,17/11/25,2025-11,Organic,New Launch,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
124538,152,25/12/25,2025-12,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
994498,153,30/11/25,2025-11,Organic,Discount,Desktop,New,Metro,1,1,1,0,0,0,499.0,0.0
301664,154,01/09/25,2025-09,Organic,Discount,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
591234,155,27/10/25,2025-10,Social,Discount,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
999684,156,16/10/25,2025-10,Paid Ads,New Launch,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
239182,157,10/07/25,2025-07,Organic,Influencer,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
572525,158,27/08/25,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
258338,159,11/10/25,2025-10,Social,Discount,Mobile,Returning,Non-Metro,1,1,1,0,0,0,499.0,0.0
284064,160,03/07/25,2025-07,Social,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
314020,161,24/08/25,2025-08,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
723094,162,17/11/25,2025-11,Email,Influencer,Mobile,New,Non-Metro,1,1,1,1,1,1,2519.59,2267.631
997421,163,14/08/25,2025-08,Social,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
715270,164,16/12/25,2025-12,Social,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
745914,165,04/10/25,2025-10,Paid Ads,Discount,Desktop,Returning,Metro,1,1,1,1,0,0,499.0,0.0
219176,166,17/12/25,2025-12,Social,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
318126,167,02/08/25,2025-08,Organic,Discount,Desktop,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0
318969,168,08/09/25,2025-09,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
222409,169,06/07/25,2025-07,Paid Ads,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
647707,170,07/11/25,2025-11,Email,Influencer,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
353618,171,01/12/25,2025-12,Email,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
869598,172,17/08/25,2025-08,Organic,Influencer,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
150015,173,26/08/25,2025-08,Email,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
872838,174,07/09/25,2025-09,Social,Discount,Desktop,Returning,Metro,1,1,1,1,1,0,2564.25,2564.25
222096,175,21/12/25,2025-12,Paid Ads,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
731347,176,23/12/25,2025-12,Organic,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
285340,177,10/08/25,2025-08,Email,New Launch,Desktop,New,Non-Metro,1,1,1,1,1,0,2152.36,2152.36
210687,178,15/10/25,2025-10,Organic,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
974371,179,16/07/25,2025-07,Social,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
511357,180,27/12/25,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0
835716,181,12/07/25,2025-07,Email,New Launch,Mobile,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
205878,182,15/07/25,2025-07,Social,New Launch,Mobile,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0
827270,183,09/10/25,2025-10,Paid Ads,Influencer,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
298286,184,21/07/25,2025-07,Paid Ads,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
873290,185,30/11/25,2025-11,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
874684,186,05/12/25,2025-12,Organic,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
264899,187,02/08/25,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
424767,188,02/08/25,2025-08,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
961882,189,03/12/25,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,1,0,0,499.0,0.0
979858,190,28/09/25,2025-09,Paid Ads,Discount,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0
479989,191,10/08/25,2025-08,Paid Ads,Influencer,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
515515,192,06/11/25,2025-11,Social,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
143585,193,01/09/25,2025-09,Email,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
471369,194,10/12/25,2025-12,Paid Ads,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
164044,195,23/12/25,2025-12,Organic,Influencer,Mobile,New,Metro,1,1,1,1,1,0,2689.76,2689.76
542296,196,08/08/25,2025-08,Paid Ads,New Launch,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
209556,197,25/11/25,2025-11,Paid Ads,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
626981,198,15/09/25,2025-09,Paid Ads,Influencer,Desktop,Returning,Metro,1,1,1,1,1,1,499.0,449.1
981691,199,13/12/25,2025-12,Social,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
867595,200,23/07/25,2025-07,Organic,New Launch,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0
300235,201,17/11/25,2025-11,Paid Ads,New Launch,Mobile,New,Non-Metro,1,1,1,1,1,1,1152.02,1036.818
125939,202,06/07/25,2025-07,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
252906,203,06/10/25,2025-10,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
642335,204,07/07/25,2025-07,Organic,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
388249,205,20/08/25,2025-08,Paid Ads,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
175766,206,14/07/25,2025-07,Paid Ads,Influencer,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
508923,207,16/07/25,2025-07,Organic,Discount,Desktop,New,Metro,1,1,0,0,0,0,499.0,0.0
515192,208,28/11/25,2025-11,Email,Influencer,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
668550,209,18/07/25,2025-07,Organic,Influencer,Mobile,Returning,Non-Metro,1,1,0,0,0,0,499.0,0.0
487261,210,12/11/25,2025-11,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
910208,211,06/09/25,2025-09,Paid Ads,New Launch,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
785440,212,25/07/25,2025-07,Email,New Launch,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
752664,213,02/08/25,2025-08,Organic,Discount,Mobile,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
554589,214,20/08/25,2025-08,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,1,0,0,0,499.0,0.0
237848,215,23/07/25,2025-07,Paid Ads,Influencer,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
717075,216,19/08/25,2025-08,Paid Ads,Discount,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
227948,217,26/11/25,2025-11,Organic,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
679304,218,01/09/25,2025-09,Paid Ads,Discount,Desktop,New,Non-Metro,1,0,0,0,0,0,499.0,0.0
502690,219,26/11/25,2025-11,Paid Ads,Influencer,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
599046,220,30/10/25,2025-10,Paid Ads,New Launch,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
551269,221,20/10/25,2025-10,Paid Ads,Discount,Desktop,Returning,Non-Metro,1,0,0,0,0,0,499.0,0.0
121959,222,27/07/25,2025-07,Email,Discount,Desktop,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0
760890,223,01/12/25,2025-12,Organic,Discount,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
850216,224,19/07/25,2025-07,Organic,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
890180,225,27/08/25,2025-08,Organic,Influencer,Mobile,New,Metro,1,0,0,0,0,0,499.0,0.0
328576,226,07/07/25,2025-07,Email,Discount,Mobile,Returning,Metro,1,1,1,0,0,0,499.0,0.0
637833,227,20/11/25,2025-11,Organic,Discount,Desktop,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
265838,228,04/09/25,2025-09,Organic,Discount,Desktop,Returning,Metro,1,1,0,0,0,0,499.0,0.0
435674,229,22/12/25,2025-12,Paid Ads,Discount,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
979989,230,15/08/25,2025-08,Organic,Discount,Mobile,Returning,Non-Metro,1,1,1,1,0,0,499.0,0.0
161087,231,27/09/25,2025-09,Paid Ads,Discount,Mobile,New,Non-Metro,1,1,0,0,0,0,499.0,0.0
693128,232,13/08/25,2025-08,Email,New Launch,Mobile,New,Metro,1,1,0,0,0,0,499.0,0.0
218451,233,14/11/25,2025-11,Organic,Discount,Mobile,Returning,Metro,1,0,0,0,0,0,499.0,0.0
547600,234,09/09/25,2025-09,Paid Ads,New Launch,Mobile,Returning,Metro,1,1,0,0,0,0,499.0,0.0
937437,235,11/07/25,2025-07,Paid Ads,Discount,Desktop,New,Metro,1,0,0,0,0,0,499.0,0.0
